"Eastern Date Hour","Eastern Date Hour Time Zone","Zone Name","Zone PTID","DAM Zonal LBMP","DAM Zonal Losses","DAM Zonal Congestion","DAM Zonal Price Version"
"2017/01/03 19:00:00","EST","N.Y.C.","61761","45.65","4.71","0","1"
"2017/01/03 20:00:00","EST","N.Y.C.","61761","39.92","4.05","-0.96","1"
"2017/01/03 21:00:00","EST","N.Y.C.","61761","36.9","3.4","-3.42","1"
"2017/01/03 22:00:00","EST","N.Y.C.","61761","32.72","2.51","-5.88","1"
"2017/01/03 23:00:00","EST","N.Y.C.","61761","28.82","2.07","-4.05","1"
"2017/01/04 00:00:00","EST","N.Y.C.","61761","31.35","1.92","-9.01","1"
"2017/01/04 01:00:00","EST","N.Y.C.","61761","28.74","1.48","-10.98","1"
"2017/01/04 02:00:00","EST","N.Y.C.","61761","28.4","1.23","-13.39","1"
"2017/01/04 03:00:00","EST","N.Y.C.","61761","28.4","1.27","-12.74","1"
"2017/01/04 04:00:00","EST","N.Y.C.","61761","29.12","1.23","-13.86","1"
"2017/01/04 05:00:00","EST","N.Y.C.","61761","30","1.61","-9","1"
"2017/01/04 06:00:00","EST","N.Y.C.","61761","37.19","2.5","-7.49","1"
"2017/01/04 07:00:00","EST","N.Y.C.","61761","42.86","3.12","-8.5","1"
"2017/01/04 08:00:00","EST","N.Y.C.","61761","43.5","3.56","-7.88","1"
"2017/01/04 09:00:00","EST","N.Y.C.","61761","46.36","3.17","-13.81","1"
"2017/01/04 10:00:00","EST","N.Y.C.","61761","44.41","3.61","-10.98","1"
"2017/01/04 11:00:00","EST","N.Y.C.","61761","43.66","3.48","-11.41","1"
"2017/01/04 12:00:00","EST","N.Y.C.","61761","42.69","3.34","-12.36","1"
"2017/01/04 13:00:00","EST","N.Y.C.","61761","41.71","3.2","-12.53","1"
"2017/01/04 14:00:00","EST","N.Y.C.","61761","40.78","3.35","-11.05","1"
"2017/01/04 15:00:00","EST","N.Y.C.","61761","43.14","3.13","-15.38","1"
"2017/01/04 16:00:00","EST","N.Y.C.","61761","47.63","3.8","-13.4","1"
"2017/01/04 17:00:00","EST","N.Y.C.","61761","54.73","5.52","-3.95","1"
"2017/01/04 18:00:00","EST","N.Y.C.","61761","49.51","5.13","-4","1"
"2017/01/04 19:00:00","EST","N.Y.C.","61761","48.17","4.26","-10.13","1"
"2017/01/04 20:00:00","EST","N.Y.C.","61761","42.55","3.82","-8.69","1"
"2017/01/04 21:00:00","EST","N.Y.C.","61761","40.07","3.17","-11.11","1"
"2017/01/04 22:00:00","EST","N.Y.C.","61761","39.12","2.33","-15.26","1"
"2017/01/04 23:00:00","EST","N.Y.C.","61761","30.77","2.02","-8.73","1"
"2017/01/05 00:00:00","EST","N.Y.C.","61761","35.3","2.18","-11.13","1"
"2017/01/05 01:00:00","EST","N.Y.C.","61761","33.08","1.87","-12.87","1"
"2017/01/05 02:00:00","EST","N.Y.C.","61761","30.49","1.72","-12.11","1"
"2017/01/05 03:00:00","EST","N.Y.C.","61761","30.38","1.77","-11.45","1"
"2017/01/05 04:00:00","EST","N.Y.C.","61761","31.72","1.66","-13.1","1"
"2017/01/05 05:00:00","EST","N.Y.C.","61761","33.17","2.13","-7.05","1"
"2017/01/05 06:00:00","EST","N.Y.C.","61761","40.7","3.18","-5.68","1"
"2017/01/05 07:00:00","EST","N.Y.C.","61761","47.12","3.72","-11.07","1"
"2017/01/05 08:00:00","EST","N.Y.C.","61761","46.83","3.75","-13.1","1"
"2017/01/05 09:00:00","EST","N.Y.C.","61761","48.66","3.67","-15.83","1"
"2017/01/05 10:00:00","EST","N.Y.C.","61761","50.82","3.7","-18.63","1"
"2017/01/05 11:00:00","EST","N.Y.C.","61761","49.43","3.49","-18.25","1"
"2017/01/05 12:00:00","EST","N.Y.C.","61761","47.34","3.34","-17.48","1"
"2017/01/05 13:00:00","EST","N.Y.C.","61761","45.75","3.25","-16.52","1"
"2017/01/05 14:00:00","EST","N.Y.C.","61761","45.24","3.21","-16.14","1"
"2017/01/05 15:00:00","EST","N.Y.C.","61761","45.51","3.23","-16.01","1"
"2017/01/05 16:00:00","EST","N.Y.C.","61761","50.46","4.03","-14.96","1"
"2017/01/05 17:00:00","EST","N.Y.C.","61761","61.25","5.93","-5.5","1"
"2017/01/05 18:00:00","EST","N.Y.C.","61761","58.25","5.93","-5.21","1"
"2017/01/05 19:00:00","EST","N.Y.C.","61761","53.14","5.05","-6.98","1"
"2017/01/05 20:00:00","EST","N.Y.C.","61761","48.24","4.27","-10.09","1"
"2017/01/05 21:00:00","EST","N.Y.C.","61761","45.48","3.69","-12.5","1"
"2017/01/05 22:00:00","EST","N.Y.C.","61761","42.11","3.19","-11.36","1"
"2017/01/05 23:00:00","EST","N.Y.C.","61761","39.26","2.8","-10.31","1"
"2017/01/06 00:00:00","EST","N.Y.C.","61761","41.4","2.97","-10.72","1"
"2017/01/06 01:00:00","EST","N.Y.C.","61761","40.49","2.57","-12.73","1"
"2017/01/06 02:00:00","EST","N.Y.C.","61761","37.83","2.59","-9.58","1"
"2017/01/06 03:00:00","EST","N.Y.C.","61761","37.03","2.58","-8.63","1"
"2017/01/06 04:00:00","EST","N.Y.C.","61761","37.63","2.52","-9.37","1"
"2017/01/06 05:00:00","EST","N.Y.C.","61761","38.02","3.13","-4.83","1"
"2017/01/06 06:00:00","EST","N.Y.C.","61761","51.92","4.67","-5.19","1"
"2017/01/06 07:00:00","EST","N.Y.C.","61761","59.99","5.2","-9.91","1"
"2017/01/06 08:00:00","EST","N.Y.C.","61761","60.17","5.8","-8.01","1"
"2017/01/06 09:00:00","EST","N.Y.C.","61761","62.62","5.67","-12.35","1"
"2017/01/06 10:00:00","EST","N.Y.C.","61761","67.87","5.46","-19.04","1"
"2017/01/06 11:00:00","EST","N.Y.C.","61761","64.09","5.46","-15.26","1"
"2017/01/06 12:00:00","EST","N.Y.C.","61761","61.58","5.08","-17.74","1"
"2017/01/06 13:00:00","EST","N.Y.C.","61761","59.3","4.7","-17.86","1"
"2017/01/06 14:00:00","EST","N.Y.C.","61761","57.02","4.32","-18.14","1"
"2017/01/06 15:00:00","EST","N.Y.C.","61761","56.31","4.55","-16.25","1"
"2017/01/06 16:00:00","EST","N.Y.C.","61761","63.37","4.86","-20.87","1"
"2017/01/06 17:00:00","EST","N.Y.C.","61761","76.6","7.02","-15.18","1"
"2017/01/06 18:00:00","EST","N.Y.C.","61761","76","6.71","-17.29","1"
"2017/01/06 19:00:00","EST","N.Y.C.","61761","67.96","6.17","-14.3","1"
"2017/01/06 20:00:00","EST","N.Y.C.","61761","62.63","5.27","-16.81","1"
"2017/01/06 21:00:00","EST","N.Y.C.","61761","58.76","5.09","-13.94","1"
"2017/01/06 22:00:00","EST","N.Y.C.","61761","57.79","3.96","-20.77","1"
"2017/01/06 23:00:00","EST","N.Y.C.","61761","45.78","3.1","-14.76","1"
"2017/01/07 00:00:00","EST","N.Y.C.","61761","54.77","2.76","-23.23","1"
"2017/01/07 01:00:00","EST","N.Y.C.","61761","53.15","2.46","-25.11","1"
"2017/01/07 02:00:00","EST","N.Y.C.","61761","46.62","2.43","-18.92","1"
"2017/01/07 03:00:00","EST","N.Y.C.","61761","44.08","2.46","-15.48","1"
"2017/01/07 04:00:00","EST","N.Y.C.","61761","44.74","2.5","-16.18","1"
"2017/01/07 05:00:00","EST","N.Y.C.","61761","47.37","2.61","-17.01","1"
"2017/01/07 06:00:00","EST","N.Y.C.","61761","52.5","3.13","-15.73","1"
"2017/01/07 07:00:00","EST","N.Y.C.","61761","54.93","3.38","-18.05","1"
"2017/01/07 08:00:00","EST","N.Y.C.","61761","59.67","4.68","-14.62","1"
"2017/01/07 09:00:00","EST","N.Y.C.","61761","68.23","5.08","-21.16","1"
"2017/01/07 10:00:00","EST","N.Y.C.","61761","73","5.34","-22.73","1"
"2017/01/07 11:00:00","EST","N.Y.C.","61761","68.06","5.01","-21.25","1"
"2017/01/07 12:00:00","EST","N.Y.C.","61761","65.83","4.34","-25.6","1"
"2017/01/07 13:00:00","EST","N.Y.C.","61761","60.67","3.94","-23.58","1"
"2017/01/07 14:00:00","EST","N.Y.C.","61761","59","4.01","-21.53","1"
"2017/01/07 15:00:00","EST","N.Y.C.","61761","54.31","3.84","-18.18","1"
"2017/01/07 16:00:00","EST","N.Y.C.","61761","68.33","4.4","-27.54","1"
"2017/01/07 17:00:00","EST","N.Y.C.","61761","84.42","6.56","-24.08","1"
"2017/01/07 18:00:00","EST","N.Y.C.","61761","78.6","6.41","-20.93","1"
"2017/01/07 19:00:00","EST","N.Y.C.","61761","72.5","5.3","-23.75","1"
"2017/01/07 20:00:00","EST","N.Y.C.","61761","69.46","4.56","-27.49","1"
"2017/01/07 21:00:00","EST","N.Y.C.","61761","67.26","4.4","-26.16","1"
"2017/01/07 22:00:00","EST","N.Y.C.","61761","66.09","3.63","-30.63","1"
"2017/01/07 23:00:00","EST","N.Y.C.","61761","55.77","3.16","-21.93","1"
"2017/01/08 00:00:00","EST","N.Y.C.","61761","56.61","2.47","-28.9","1"
"2017/01/08 01:00:00","EST","N.Y.C.","61761","54.96","2.19","-30.38","1"
"2017/01/08 02:00:00","EST","N.Y.C.","61761","53.75","2.11","-29.65","1"
"2017/01/08 03:00:00","EST","N.Y.C.","61761","49.91","2.11","-25.85","1"
"2017/01/08 04:00:00","EST","N.Y.C.","61761","49.92","2.14","-25.76","1"
"2017/01/08 05:00:00","EST","N.Y.C.","61761","49.46","2.2","-23.62","1"
"2017/01/08 06:00:00","EST","N.Y.C.","61761","53.84","2.71","-24.32","1"
"2017/01/08 07:00:00","EST","N.Y.C.","61761","55.92","2.82","-27.28","1"
"2017/01/08 08:00:00","EST","N.Y.C.","61761","63.16","3.81","-28.4","1"
"2017/01/08 09:00:00","EST","N.Y.C.","61761","73.77","4.19","-36.61","1"
"2017/01/08 10:00:00","EST","N.Y.C.","61761","72.13","3.92","-36.81","1"
"2017/01/08 11:00:00","EST","N.Y.C.","61761","70.56","3.87","-35.25","1"
"2017/01/08 12:00:00","EST","N.Y.C.","61761","68.56","3.19","-39.82","1"
"2017/01/08 13:00:00","EST","N.Y.C.","61761","65.21","3.13","-37.05","1"
"2017/01/08 14:00:00","EST","N.Y.C.","61761","63.39","3.17","-35.08","1"
"2017/01/08 15:00:00","EST","N.Y.C.","61761","64.9","3.09","-36.86","1"
"2017/01/08 16:00:00","EST","N.Y.C.","61761","80.49","3.46","-49.83","1"
"2017/01/08 17:00:00","EST","N.Y.C.","61761","103.3","6.18","-48.09","1"
"2017/01/08 18:00:00","EST","N.Y.C.","61761","97.13","6.88","-36.13","1"
"2017/01/08 19:00:00","EST","N.Y.C.","61761","94.28","5.91","-41.44","1"
"2017/01/08 20:00:00","EST","N.Y.C.","61761","88","4.54","-47.96","1"
"2017/01/08 21:00:00","EST","N.Y.C.","61761","79.61","4.36","-41.48","1"
"2017/01/08 22:00:00","EST","N.Y.C.","61761","77","2.95","-49.43","1"
"2017/01/08 23:00:00","EST","N.Y.C.","61761","63.55","3.06","-32.66","1"
"2017/01/09 00:00:00","EST","N.Y.C.","61761","70.41","2.35","-45.45","1"
"2017/01/09 01:00:00","EST","N.Y.C.","61761","68.5","2.2","-45.37","1"
"2017/01/09 02:00:00","EST","N.Y.C.","61761","66.53","2.13","-43.29","1"
"2017/01/09 03:00:00","EST","N.Y.C.","61761","66.49","2.08","-43.64","1"
"2017/01/09 04:00:00","EST","N.Y.C.","61761","67.64","2.12","-44.49","1"
"2017/01/09 05:00:00","EST","N.Y.C.","61761","73.56","3.76","-31.85","1"
"2017/01/09 06:00:00","EST","N.Y.C.","61761","90.8","6.46","-27.2","1"
"2017/01/09 07:00:00","EST","N.Y.C.","61761","109.45","6.69","-45.01","1"
"2017/01/09 08:00:00","EST","N.Y.C.","61761","102.54","8.56","-28.64","1"
"2017/01/09 09:00:00","EST","N.Y.C.","61761","109","6.47","-54.23","1"
"2017/01/09 10:00:00","EST","N.Y.C.","61761","101.12","5.3","-56.58","1"
"2017/01/09 11:00:00","EST","N.Y.C.","61761","91.99","4.99","-49.49","1"
"2017/01/09 12:00:00","EST","N.Y.C.","61761","87.73","3.73","-56.17","1"
"2017/01/09 13:00:00","EST","N.Y.C.","61761","84.77","3.75","-52.58","1"
"2017/01/09 14:00:00","EST","N.Y.C.","61761","83.43","3.49","-53.89","1"
"2017/01/09 15:00:00","EST","N.Y.C.","61761","88.43","3.69","-57.23","1"
"2017/01/09 16:00:00","EST","N.Y.C.","61761","98.29","4.22","-61.37","1"
"2017/01/09 17:00:00","EST","N.Y.C.","61761","117.1","6.83","-58.1","1"
"2017/01/09 18:00:00","EST","N.Y.C.","61761","108.85","6.3","-55.17","1"
"2017/01/09 19:00:00","EST","N.Y.C.","61761","99.57","4.22","-63.61","1"
"2017/01/09 20:00:00","EST","N.Y.C.","61761","93.04","3.98","-59.16","1"
"2017/01/09 21:00:00","EST","N.Y.C.","61761","87.78","4.07","-53.09","1"
"2017/01/09 22:00:00","EST","N.Y.C.","61761","76.17","2.85","-50.71","1"
"2017/01/09 23:00:00","EST","N.Y.C.","61761","65.9","2.64","-39.67","1"
"2017/01/10 00:00:00","EST","N.Y.C.","61761","61.08","2.35","-37.02","1"
"2017/01/10 01:00:00","EST","N.Y.C.","61761","57.95","2.01","-37.02","1"
"2017/01/10 02:00:00","EST","N.Y.C.","61761","57.79","1.77","-38.69","1"
"2017/01/10 03:00:00","EST","N.Y.C.","61761","55.85","1.52","-39.31","1"
"2017/01/10 04:00:00","EST","N.Y.C.","61761","54.55","2.05","-32.46","1"
"2017/01/10 05:00:00","EST","N.Y.C.","61761","58.75","2.39","-33.84","1"
"2017/01/10 06:00:00","EST","N.Y.C.","61761","71.51","4.36","-30.75","1"
"2017/01/10 07:00:00","EST","N.Y.C.","61761","83.74","4.05","-47.29","1"
"2017/01/10 08:00:00","EST","N.Y.C.","61761","85.58","4.07","-51.15","1"
"2017/01/10 09:00:00","EST","N.Y.C.","61761","84.03","3.6","-53.94","1"
"2017/01/10 10:00:00","EST","N.Y.C.","61761","71.88","4.53","-36.33","1"
"2017/01/10 11:00:00","EST","N.Y.C.","61761","64.23","4.72","-25.78","1"
"2017/01/10 12:00:00","EST","N.Y.C.","61761","60.95","4.39","-25.44","1"
"2017/01/10 13:00:00","EST","N.Y.C.","61761","59.87","3.97","-27.75","1"
"2017/01/10 14:00:00","EST","N.Y.C.","61761","56.34","3.81","-25.87","1"
"2017/01/10 15:00:00","EST","N.Y.C.","61761","57.37","3.65","-27.45","1"
"2017/01/10 16:00:00","EST","N.Y.C.","61761","66.34","3.58","-36.03","1"
"2017/01/10 17:00:00","EST","N.Y.C.","61761","77.41","4.75","-36.64","1"
"2017/01/10 18:00:00","EST","N.Y.C.","61761","72.57","4.5","-35.19","1"
"2017/01/10 19:00:00","EST","N.Y.C.","61761","65.54","3.93","-32.48","1"
"2017/01/10 20:00:00","EST","N.Y.C.","61761","60.75","3.53","-29.64","1"
"2017/01/10 21:00:00","EST","N.Y.C.","61761","54.1","3.31","-24.9","1"
"2017/01/10 22:00:00","EST","N.Y.C.","61761","48.61","2.6","-24.35","1"
"2017/01/10 23:00:00","EST","N.Y.C.","61761","42.67","1.87","-22.09","1"
"2017/01/11 00:00:00","EST","N.Y.C.","61761","34.45","1.04","-21.04","1"
"2017/01/11 01:00:00","EST","N.Y.C.","61761","33.02","1.02","-19.88","1"
"2017/01/11 02:00:00","EST","N.Y.C.","61761","30.55","0.87","-19.2","1"
"2017/01/11 03:00:00","EST","N.Y.C.","61761","28.7","0.8","-18.32","1"
"2017/01/11 04:00:00","EST","N.Y.C.","61761","31.03","0.88","-19.66","1"
"2017/01/11 05:00:00","EST","N.Y.C.","61761","31.89","1.04","-18.14","1"
"2017/01/11 06:00:00","EST","N.Y.C.","61761","37.15","2.49","-9.48","1"
"2017/01/11 07:00:00","EST","N.Y.C.","61761","38.61","3.65","-4.06","1"
"2017/01/11 08:00:00","EST","N.Y.C.","61761","40.06","3.87","-5.93","1"
"2017/01/11 09:00:00","EST","N.Y.C.","61761","41.22","3.97","-6.47","1"
"2017/01/11 10:00:00","EST","N.Y.C.","61761","40.4","3.93","-6.04","1"
"2017/01/11 11:00:00","EST","N.Y.C.","61761","38.81","3.96","-3.93","1"
"2017/01/11 12:00:00","EST","N.Y.C.","61761","37.84","3.78","-4.56","1"
"2017/01/11 13:00:00","EST","N.Y.C.","61761","36.9","3.71","-4.2","1"
"2017/01/11 14:00:00","EST","N.Y.C.","61761","36.02","3.68","-3.99","1"
"2017/01/11 15:00:00","EST","N.Y.C.","61761","36.69","3.61","-5.09","1"
"2017/01/11 16:00:00","EST","N.Y.C.","61761","38.96","3.92","-4.83","1"
"2017/01/11 17:00:00","EST","N.Y.C.","61761","45.66","5.15","0","1"
"2017/01/11 18:00:00","EST","N.Y.C.","61761","41.7","4.62","-0.98","1"
"2017/01/11 19:00:00","EST","N.Y.C.","61761","39.89","4.18","-3.52","1"
"2017/01/11 20:00:00","EST","N.Y.C.","61761","37.93","3.73","-5.08","1"
"2017/01/11 21:00:00","EST","N.Y.C.","61761","33.75","2.99","-5.39","1"
"2017/01/11 22:00:00","EST","N.Y.C.","61761","31.15","2.7","-3.85","1"
"2017/01/11 23:00:00","EST","N.Y.C.","61761","28.38","1.97","-6.53","1"
"2017/01/12 00:00:00","EST","N.Y.C.","61761","31.88","1.24","-17.49","1"
"2017/01/12 01:00:00","EST","N.Y.C.","61761","28.8","0.83","-18.7","1"
"2017/01/12 02:00:00","EST","N.Y.C.","61761","25.49","0.64","-17.56","1"
"2017/01/12 03:00:00","EST","N.Y.C.","61761","25.21","0.56","-18.26","1"
"2017/01/12 04:00:00","EST","N.Y.C.","61761","28.82","0.59","-21.72","1"
"2017/01/12 05:00:00","EST","N.Y.C.","61761","29.22","0.93","-17.63","1"
"2017/01/12 06:00:00","EST","N.Y.C.","61761","33.86","2.52","-7.06","1"
"2017/01/12 07:00:00","EST","N.Y.C.","61761","34.1","3.31","-2.96","1"
"2017/01/12 08:00:00","EST","N.Y.C.","61761","33.39","3.72","-1.28","1"
"2017/01/12 09:00:00","EST","N.Y.C.","61761","34.84","3.82","-2.26","1"
"2017/01/12 10:00:00","EST","N.Y.C.","61761","35","3.62","-3.72","1"
"2017/01/12 11:00:00","EST","N.Y.C.","61761","35","3.77","-2.25","1"
"2017/01/12 12:00:00","EST","N.Y.C.","61761","33.89","3.63","-2.51","1"
"2017/01/12 13:00:00","EST","N.Y.C.","61761","30.74","3.49","0","1"
"2017/01/12 14:00:00","EST","N.Y.C.","61761","30.66","3.45","0","1"
"2017/01/12 15:00:00","EST","N.Y.C.","61761","30.51","3.53","0","1"
"2017/01/12 16:00:00","EST","N.Y.C.","61761","36.05","4.09","-1.43","1"
"2017/01/12 17:00:00","EST","N.Y.C.","61761","43.32","4.85","0","1"
"2017/01/12 18:00:00","EST","N.Y.C.","61761","38.76","4.4","0","1"
"2017/01/12 19:00:00","EST","N.Y.C.","61761","35.57","4.15","0","1"
"2017/01/12 20:00:00","EST","N.Y.C.","61761","31.39","3.59","0","1"
"2017/01/12 21:00:00","EST","N.Y.C.","61761","30.09","3.34","0","1"
"2017/01/12 22:00:00","EST","N.Y.C.","61761","27.98","2.92","-0.12","1"
"2017/01/12 23:00:00","EST","N.Y.C.","61761","26.34","2.23","-2.22","1"
"2017/01/13 00:00:00","EST","N.Y.C.","61761","21.75","1.9","-0.05","1"
"2017/01/13 01:00:00","EST","N.Y.C.","61761","20.36","1.41","-3.66","1"
"2017/01/13 02:00:00","EST","N.Y.C.","61761","19.64","1.21","-4.78","1"
"2017/01/13 03:00:00","EST","N.Y.C.","61761","19.58","1.2","-5.17","1"
"2017/01/13 04:00:00","EST","N.Y.C.","61761","19.93","1.28","-4.31","1"
"2017/01/13 05:00:00","EST","N.Y.C.","61761","22.27","1.58","-3.47","1"
"2017/01/13 06:00:00","EST","N.Y.C.","61761","27.94","2.58","-0.13","1"
"2017/01/13 07:00:00","EST","N.Y.C.","61761","32.38","3.29","0","1"
"2017/01/13 08:00:00","EST","N.Y.C.","61761","33.5","3.7","0","1"
"2017/01/13 09:00:00","EST","N.Y.C.","61761","33.6","3.76","0","1"
"2017/01/13 10:00:00","EST","N.Y.C.","61761","33.15","3.66","0","1"
"2017/01/13 11:00:00","EST","N.Y.C.","61761","33.32","3.57","0","1"
"2017/01/13 12:00:00","EST","N.Y.C.","61761","31.36","3.46","0","1"
"2017/01/13 13:00:00","EST","N.Y.C.","61761","31.26","3.4","0","1"
"2017/01/13 14:00:00","EST","N.Y.C.","61761","31.51","3.4","0","1"
"2017/01/13 15:00:00","EST","N.Y.C.","61761","31.79","3.43","0","1"
"2017/01/13 16:00:00","EST","N.Y.C.","61761","38.33","4.2","0","1"
"2017/01/13 17:00:00","EST","N.Y.C.","61761","50.64","5.06","0","1"
"2017/01/13 18:00:00","EST","N.Y.C.","61761","47.13","4.78","0","1"
"2017/01/13 19:00:00","EST","N.Y.C.","61761","42.99","4.33","0","1"
"2017/01/13 20:00:00","EST","N.Y.C.","61761","38.86","3.91","0","1"
"2017/01/13 21:00:00","EST","N.Y.C.","61761","36.44","3.52","0","1"
"2017/01/13 22:00:00","EST","N.Y.C.","61761","32.36","2.97","0","1"
"2017/01/13 23:00:00","EST","N.Y.C.","61761","28.8","2.35","0","1"
"2017/01/14 00:00:00","EST","N.Y.C.","61761","35.93","3.03","0","1"
"2017/01/14 01:00:00","EST","N.Y.C.","61761","34.5","2.79","0","1"
"2017/01/14 02:00:00","EST","N.Y.C.","61761","33.25","2.58","0","1"
"2017/01/14 03:00:00","EST","N.Y.C.","61761","32.04","2.4","0","1"
"2017/01/14 04:00:00","EST","N.Y.C.","61761","32.67","2.39","0","1"
